Title,Company,Location,Salary,min_salary,max_salary,avg_salary,salary_range,job_category,seniority,salary_range_pct
DATA ENGINEER (F/M/D),DATA ENGINEER (F/M/D),Vilnius,€ 3121 – 4683,3121.0,4683.0,3902.0,1562.0,Data Engineer,Not Specified,50.04806151874399
Data Engineer,Data Engineer,Vilnius / Remote,€ 3500 – 4500,3500.0,4500.0,4000.0,1000.0,Data Engineer,Not Specified,28.57142857142857
DATA ENGINEER (F/M/D),DATA ENGINEER (F/M/D),Vilnius,€ 3121 – 4683,3121.0,4683.0,3902.0,1562.0,Data Engineer,Not Specified,50.04806151874399
Software Engineer (Java) in Core Payments Tribe,Software Engineer (Java) in Core Payments Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
IT Software Architect,IT Software Architect,Vilnius,€ 5040 – 7560,5040.0,7560.0,6300.0,2520.0,Other,Not Specified,50.0
Senior DevOps Engineer,Senior DevOps Engineer,Vilnius,€ 4640 – 6960,4640.0,6960.0,5800.0,2320.0,DevOps,Senior,50.0
Senior Java Engineer for Market Data Squad,Senior Java Engineer for Market Data Squad,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
IT TEAM/DELIVERY MANAGER (F/M/D),IT TEAM/DELIVERY MANAGER (F/M/D),Vilnius,€ 4247 – 6370,4247.0,6370.0,5308.5,2123.0,Other,Not Specified,49.988226983753236
IT Network Engineer,IT Network Engineer,Vilnius / Remote,€ 3636 – 4462,3636.0,4462.0,4049.0,826.0,Other,Not Specified,22.717271727172715
Data Engineering Chapter Lead in Everyday Banking Individuals Tribe,Data Engineering Chapter Lead in Everyday Banking Individuals Tribe,Vilnius,€ 5200 – 7800,5200.0,7800.0,6500.0,2600.0,Data Engineer,Senior,50.0
Senior Data Engineer in Everyday Banking Individuals Tribe,Senior Data Engineer in Everyday Banking Individuals Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Data Engineer,Senior,50.0
"Senior Cloud Data Engineer in HR IT, Corporate Functions | SEB, Vilnius","Senior Cloud Data Engineer in HR IT, Corporate Functions | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Data Engineer,Senior,49.31506849315068
Lead Tableau and Alteryx Platform Engineer,Lead Tableau and Alteryx Platform Engineer,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,DevOps,Senior,50.0
Senior Java Developer in Credit Journey Tribe,Senior Java Developer in Credit Journey Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Java developer in Credit Journey Tribe,Java developer in Credit Journey Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
DUOMENŲ VALDYSENOS (DATA GOVERNANCE) KOORDINATORĖ (-IUS),DUOMENŲ VALDYSENOS (DATA GOVERNANCE) KOORDINATORĖ (-IUS),Vilnius,€ 3267 – 4900,3267.0,4900.0,4083.5,1633.0,Other,Not Specified,49.984695439240895
Onsite Support Engineer,Onsite Support Engineer,Vilnius,€ 2100 – 2500,2100.0,2500.0,2300.0,400.0,IT Support,Not Specified,19.047619047619047
"Data Engineer to Savings Offering | SEB, Vilnius","Data Engineer to Savings Offering | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Data Engineer,Not Specified,49.31506849315068
Data Science Consultant for AI Centre of Excellence,Data Science Consultant for AI Centre of Excellence,Vilnius,€ 2680 – 4020,2680.0,4020.0,3350.0,1340.0,Other,Not Specified,50.0
Senior .NET Software Engineer in Everyday Banking Individuals Tribe,Senior .NET Software Engineer in Everyday Banking Individuals Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Tech Product Owner at Danica,Tech Product Owner at Danica,Vilnius,€ 3920 – 5880,3920.0,5880.0,4900.0,1960.0,Product Owner,Not Specified,50.0
"Google Cloud Platform Engineer | SEB, Vilnius","Google Cloud Platform Engineer | SEB, Vilnius",Vilnius,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,DevOps,Not Specified,91.22807017543859
"Google Cloud Platform Engineer | SEB, Kaunas","Google Cloud Platform Engineer | SEB, Kaunas",Kaunas,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,DevOps,Not Specified,91.22807017543859
Data Scientist,Data Scientist,Vilnius / Remote,€ 4000 – 6612,4000.0,6612.0,5306.0,2612.0,Data Scientist,Not Specified,65.3
HEAD OF INTEGRATIONS (F/M/D),HEAD OF INTEGRATIONS (F/M/D),Vilnius,€ 4247 – 6370,4247.0,6370.0,5308.5,2123.0,Senior/Lead Position,Senior,49.988226983753236
.NET Engineer in Housing Journeys Tribe,.NET Engineer in Housing Journeys Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
Senior Solution Architect in Financial Crime Lifecycle Management,Senior Solution Architect in Financial Crime Lifecycle Management,Vilnius,€ 5600 – 8400,5600.0,8400.0,7000.0,2800.0,Senior/Lead Position,Senior,50.0
"Data Engineer for Sustainable Banking| SEB, Vilnius","Data Engineer for Sustainable Banking| SEB, Vilnius",Vilnius,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,Data Engineer,Not Specified,91.22807017543859
"Senior .NET developer | SEB, Vilnius","Senior .NET developer | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Senior,49.31506849315068
"DevOps Engineer for Log Infrastructure | SEB, Vilnius","DevOps Engineer for Log Infrastructure | SEB, Vilnius",Vilnius,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,DevOps,Not Specified,91.22807017543859
Senior IT Platform Engineer,Senior IT Platform Engineer,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,DevOps,Senior,50.0
Software Engineer (Mainframe) in Core Financing Platform Tribe,Software Engineer (Mainframe) in Core Financing Platform Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
Chief .NET Engineer in Cards Domain,Chief .NET Engineer in Cards Domain,Vilnius,€ 5440 – 8160,5440.0,8160.0,6800.0,2720.0,Software Developer,Senior,50.0
Senior .NET Engineer in Cards Domain,Senior .NET Engineer in Cards Domain,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Senior Software Engineer (.NET) in AML Review Tribe,Senior Software Engineer (.NET) in AML Review Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
"MS SQL DBA/Database Developer | SEB, Vilnius","MS SQL DBA/Database Developer | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Not Specified,49.31506849315068
APPLICATION ARCHITECT (F/M/D),APPLICATION ARCHITECT (F/M/D),Vilnius / Remote,€ 4247 – 6370,4247.0,6370.0,5308.5,2123.0,Other,Not Specified,49.988226983753236
Senior Java Developer for Welcoming and Orchestration Tribe,Senior Java Developer for Welcoming and Orchestration Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Experienced IT Software Engineer (.NET) in Transactional Data Squad,Experienced IT Software Engineer (.NET) in Transactional Data Squad,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Not Specified,50.0
Senior Data Scientist for Commercial Data Science CoE,Senior Data Scientist for Commercial Data Science CoE,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,Data Scientist,Senior,50.0
Associate .NET Software Engineer in Finance Tribe,Associate .NET Software Engineer in Finance Tribe,Vilnius,€ 2720 – 4080,2720.0,4080.0,3400.0,1360.0,Software Developer,Junior,50.0
".NET Backend Developer for high quality solutions | SEB, Vilnius",".NET Backend Developer for high quality solutions | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Not Specified,49.31506849315068
Senior .Net Software Engineer for Risk and Compliance Tribe,Senior .Net Software Engineer for Risk and Compliance Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
JUNIOR ORACLE DEVELOPER (F/M/D),JUNIOR ORACLE DEVELOPER (F/M/D),Vilnius,€ 2532 – 3800,2532.0,3800.0,3166.0,1268.0,Software Developer,Junior,50.07898894154819
IT Solution Architect for People Tribe,IT Solution Architect for People Tribe,Vilnius,€ 5040 – 7560,5040.0,7560.0,6300.0,2520.0,Other,Not Specified,50.0
Engineering (.NET) Chapter Lead,Engineering (.NET) Chapter Lead,Vilnius,€ 5200 – 7800,5200.0,7800.0,6500.0,2600.0,Software Developer,Senior,50.0
Senior .NET Software Engineer in Wealth Planning and Investments Tribe,Senior .NET Software Engineer in Wealth Planning and Investments Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Chief Data Architect in Financial Crime Lifecycle Management,Chief Data Architect in Financial Crime Lifecycle Management,Vilnius,€ 6640 – 9960,6640.0,9960.0,8300.0,3320.0,Senior/Lead Position,Senior,50.0
"Application Support specialist for Data Quality | SEB, Vilnius","Application Support specialist for Data Quality | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,QA Engineer,Not Specified,49.122807017543856
Chief Java Engineer,Chief Java Engineer,Vilnius,€ 5440 – 8160,5440.0,8160.0,6800.0,2720.0,Software Developer,Senior,50.0
Senior Cloud Specialist: Kubernetes and Linux,Senior Cloud Specialist: Kubernetes and Linux,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,DevOps,Senior,50.0
Senior Cloud Specialist: Kubernetes,Senior Cloud Specialist: Kubernetes,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,DevOps,Senior,50.0
Java Software Engineer in Debt Management Development Tribe,Java Software Engineer in Debt Management Development Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
IT INFRASTRUKTŪROS KOMANDOS VADOVĖ (-AS),IT INFRASTRUKTŪROS KOMANDOS VADOVĖ (-AS),Vilnius,€ 3594 – 5390,3594.0,5390.0,4492.0,1796.0,Other,Not Specified,49.97217584863662
"Java Developer for Event Driven Integration Team | SEB,Vilnius","Java Developer for Event Driven Integration Team | SEB,Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Not Specified,49.31506849315068
IT PROJECT MANAGER (public sector),IT PROJECT MANAGER (public sector),Vilnius,€ 3300 – 5000,3300.0,5000.0,4150.0,1700.0,Project Manager,Not Specified,51.515151515151516
Java Back-end Developer,Java Back-end Developer,Kaunas,€ 2803 – 5621,2803.0,5621.0,4212.0,2818.0,Software Developer,Not Specified,100.53514092044237
Power platform development lead,Power platform development lead,Vilnius,€ 5500 – 6500,5500.0,6500.0,6000.0,1000.0,Senior/Lead Position,Senior,18.181818181818183
Java Solution Developer in Liquidity Risk Team,Java Solution Developer in Liquidity Risk Team,Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Not Specified,49.31506849315068
Įterptinių sistemų programuotojas (-a),Įterptinių sistemų programuotojas (-a),Vilnius,€ 3000 – 3700,3000.0,3700.0,3350.0,700.0,Software Developer,Not Specified,23.333333333333332
"Quality, Compliance & Environment Officer","Quality, Compliance & Environment Officer",Kaunas,€ 2000 – 2500,2000.0,2500.0,2250.0,500.0,QA Engineer,Not Specified,25.0
SAP BI Data Engineer,SAP BI Data Engineer,Vilnius,€ 3500 – 5000,3500.0,5000.0,4250.0,1500.0,Data Engineer,Not Specified,42.857142857142854
Full Stack Developer,Full Stack Developer,Vilnius,€ 5000 – 8000,5000.0,8000.0,6500.0,3000.0,Software Developer,Not Specified,60.0
SAP BI Data Engineer,SAP BI Data Engineer,Vilnius,€ 3500 – 5000,3500.0,5000.0,4250.0,1500.0,Data Engineer,Not Specified,42.857142857142854
Data analyst,Data analyst,Vilnius,€ 2300 – 3300,2300.0,3300.0,2800.0,1000.0,Data Analyst,Not Specified,43.47826086956522
Product Owner (KYC/AML),Product Owner (KYC/AML),Vilnius,€ 3500 – 6500,3500.0,6500.0,5000.0,3000.0,Product Owner,Not Specified,85.71428571428571
Full Stack Programuotojas,Full Stack Programuotojas,Kaunas,€ 3000 – 4300,3000.0,4300.0,3650.0,1300.0,Software Developer,Not Specified,43.333333333333336
xf
