Title;Company;Location;Salary
IT sistemų administratorius (-ė) Babtuose;UAB „Agrokoncernas“;Kaunas;2800-4000
Site Engineer - Role in a Large-Scale Renewable Energy Project;„Grafton Lithuania“, UAB;Mažeikiai;2360-3300
Jobs for Live-In Carers in Ireland. Spend your Summer on the Emerald Isle!;Affordable Live-in Homecare;Ireland;2070-3134
PYTHON PROGRAMUOTOJAS (-A);Company name is hidden;Kaunas;900-2500
IT Inžinierius (-ė) (SDL2 remote);ATEA grupė;Kaunas;1000-1800
WAREHOUSE TEAM LEAD;UAB „Aros Marine“;France;3000-3500
IT inžinierius (-ė) Klaipėdoje;UAB „Novian Technologies“;Klaipėda;1478-1872
Programuotojas kibernetinio saugumo tyrimų srityje;Nacionalinis kibernetinio saugumo centras prie KAM;Kaunas;2450-4132
IT Technical Specialist;Telia;Šiauliai;1480-2220
Senior IT Support Specialist;AB „Volfas Engelman“;Kaunas;3000
Junior Python Developer – Intelligent Automation;Citco Group of Companies;Vilnius;1700-2000
Cyber Security Consultant;EY;Vilnius;2000-2700
A320 First Officer;UAB „GetJet Airlines“;Vilnius;N/A
A320 Captain;UAB „GetJet Airlines“;Vilnius;N/A
IT Site Support Engineer;UAB „Viltechmeda“;Vilnius;3000-3800
Vyr. BI analitikas (-ė);TMV Capital įmonių grupė;Kaunas;2000-3000
IT Support Engineer;UAB „TV ŽAIDIMAI“;Vilnius;2149-3306
Junior Business Support Analyst;Citco Group of Companies;Vilnius;1300-1600
Odoo sprendimų programuotojas;UAB „Via Laurea“;Klaipėda;2800-3800
IS kokybės inžinierius (-ė);Lietuvos centrinė kredito unija;Kaunas;1650-2900
KLIENTŲ APTARNAVIMO GRUPĖS VADOVAS (-Ė);UAB DELSKA Lithuania;Vilnius;2800-3500
Jaunesnysis .NET programuotojas;UAB „Universalios valdymo sistemos“;Vilnius;1400-2500
Projektų vadybininkas (-ė) (IT skyrius);UAB „Jakobsen Home Co“;Alytus;1500-2800
Software Engineer;BIGBANK AS filialas;Vilnius;5400-6400
Inžinierius - programuotojas;UAB „TSPI“;Kaunas;2400-3000
Tech Architect;ERGO;Vilnius;4500-5500
TINKLO ADMINISTRATORIUS (-Ė) (Galimybė reikšmingai prisidėti prie Lietuvos saugumo);PERSONALO AKADEMIJA;Vilnius;1700-2200
Junior Systems Engineer;UAB „Airhub Aviation“;Vilnius;1500-2300
Information Security Officer;Bankera;Vilnius;2500-4499
Information Security Officer;Bankera;Kaunas;2500-4500
Technical Operations Specialist;Bankera;Kaunas;1100-3000
PROGRAMINIŲ SISTEMŲ TESTUOTOJAS (-A);UAB „People Link“;Vilnius;2000-3000
SALESFORCE ADMINISTRATOR;UAB Emplonet;Vilnius;2500-3500
Lead Cloud Engineer;UAB „NFQ Technologies“;Vilnius;4920-7380
IT KLIENTŲ APTARNAVIMO SPECIALISTAS (-Ė);UAB DELSKA Lithuania;Vilnius;1300-2300
Head of Payments;UAB „Medical Score“;Vilnius;3000-4500
SALESFORCE DEVELOPER;UAB Emplonet;Vilnius;3500-4500
AI ENGINEER;UAB Emplonet;Kaunas;5800-7500
Software Systems Developer;UAB Omega 365 Lithuania;Klaipėda;From 2400
AI Engineer;EY;Vilnius;2100-4000
SOFTWARE QA ENGINEER;UAB „Viltechmeda“;Vilnius;2500-3000
SOFTWARE QUALITY ENGINEER;UAB „Viltechmeda“;Vilnius;3000-3700
Saugumo sprendimų produktų vadybininkas (-ė) (Technical Presales);ATEA grupė;Vilnius;1000-1500
Mid/Senior .NET Full-Stack Developer (Vensafe);UAB „StrongPoint“;Vilnius;3240-6450
IT Onsite Inžinierius (-ė) Vilniuje;UAB „BTT Group“;Vilnius;1200-1600
IT inžinierius (-ė);UAB „BSW Engineering“;Vilnius;2800-3200
Kibernetinių grėsmių paieškos specialistas (-ė);Nacionalinis kibernetinio saugumo centras prie KAM;Vilnius;3000-4000
IT specialistas (-ė);UAB „Augma“;Klaipėda;1100-1300
IT SYSTEM ARCHITECT (ORACLE);UAB Emplonet;Vilnius;5000-5700
SENIOR BACKEND ORACLE PL/SQL DEVELOPER;UAB Emplonet;Vilnius;3800-5200
Software Engineer (PHP);UAB „NFQ Technologies“;Vilnius;2500-4640
Jaun. ERP Konsultantas (-ė) (Tiekimo grandinė);TMV Capital įmonių grupė;Kaunas;1400-2000
IT SYSTEM ARCHITECT (JAVA);UAB Emplonet;Vilnius;5000-5700
SENIOR JAVA DEVELOPER;UAB Emplonet;Vilnius;3800-5200
KOMPIUTERINIŲ DARBO VIETŲ PRIEŽIŪROS SPECIALISTAS (-Ė);AB „Kelių priežiūra“;Klaipėda;2100-2400
SENIOR/MID- LEVEL FULL-STACK DEVELOPER (React & .NET);UAB „Veiklos Valdymo Sprendimai“;Kaunas;2200-3700
Senior .NET Core Engineer;EVERWEST, UAB;Vilnius;4000-5200
DevOps Engineer | Mid-Senior;UAB „DocLogix“;Vilnius;3200-6000
SEO praktikantas (-ė);UAB „VARLE“;Vilnius;N/A
Senior AML Investigations Analyst (Crypto);UAB „Guidehouse Lithuania“;Vilnius;2000-2600
CLOUD AI/WEB APP DEVELOPMENT LEAD • TELEMATICS;„Teltonikos“ įmonių grupė;Vilnius;4680-6587
Database Administrator;BIGBANK AS filialas;Vilnius;3900-7768
Linux sistemų administratorius (-ė);UAB „Interneto vizija“;Vilnius;2000-4000
IT ADMINISTRATORIUS (-Ė);UAB „PERSONALO SPRENDIMAI“;Kaunas;2000-2500
Payments Support Representative;Shift4 Payments Lithuania UAB;Vilnius;1575
Senior Quality Assurance Specialist;NORTHWAY ĮMONIŲ GRUPĖ;Vilnius;Up to 3500
Junior ESG Project Manager;Modus Group;Vilnius;From 2600
Test Automation Engineer (Python);UAB „Quadigi“;Vilnius;2300-5000
VYR. GIS inžinierius (-ė);UAB „Vilniaus apšvietimas“;Vilnius;2600-2800
Verslo vystymo analitikas (-ė);UAB „Essmedi“;Vilnius;1200-1400
Senior Software Engineer (PHP);UAB „NFQ Technologies“;Vilnius;4500-7500
Manual Quality Assurance Engineer;UAB „People Link“;Kaunas;2000-4000
Mid-Level Full-Stack Developer (React + .NET);UAB „ENERGUS GROUP“;Vilnius;2000-3000
Automated Quality Assurance Engineer;UAB „People Link“;Kaunas;2500-5000
IOT SOLUTIONS ENGINEER • TELEMATICS;„Teltonikos“ įmonių grupė;Vilnius;1907-2600
IT Sistemos Administratorius (-ė);UAB „Dominari“;Panevėžys;N/A
UX/UI dizaineris (-ė);UAB „NEVDA“;Vilnius;1800-2500
PHP PROGRAMUOTOJAS (-A);UAB „Kosmelita“;Kaunas;From 1700
Senior Functional Test Engineer;UAB „Continental Automotive Lithuania“;Kaunas;3100-3800
Full-Stack PHP/SYMFONY programuotojas (-a);UAB Integris;Vilnius;From 3000
IT analitikas (-ė);AB Vilniaus šilumos tinklai;Vilnius;2300-3445
Paštomatų tinklo plėtros vadovas (-ė);SmartPosti, UAB;Vilnius;2800-3400
.NET TEAM LEAD • TELEMATICS;„Teltonikos“ įmonių grupė;Vilnius;4680-5547
Juniper Specialist / System Engineer Network (all genders);DATAGROUP Operations Lithuania UAB;Kaunas;2000-5000
IT Network System Engineer (all genders);DATAGROUP Operations Lithuania UAB;Kaunas;2000-5000
IT Network Specialist (all genders) with focus on firewall;DATAGROUP Operations Lithuania UAB;Kaunas;2000-5000
TECHNINIO PALAIKYMO SPECIALISTAS (-Ė);UAB „Programmatus“;Vilnius;900-1500
Odoo programos administratorius (-ė) 0,5 etato;UAB „DOLETA“;Vilnius;1500
IT projektų vadovė (-as) - Informacinių technologijų ir telekomunikacijų centras;EPSO-G grupė;Vilnius;4000-5000
Backend Engineer - Core Banking Team;TransferGo Ltd;Vilnius;3600-4100
Backend Engineer - DevEx Team;TransferGo Ltd;Vilnius;3600-4100
.NET developer | Mid-Senior;UAB „DocLogix“;Vilnius;3200-7000
Paštomatų tinklo plėtros vadovas (-ė);SmartPosti, UAB;Kaunas;2800-3400
Entry level position for your IT career;UAB „LENDERS“;Vilnius;1100-1500
.NET or .NET + REACT.JS DEVELOPER;UAB „Daviva“;Vilnius;2500-4500
IT TESTUOTOJA (-AS);Ignitis grupė;Vilnius;N/A
Engineering Manager;UAB „Kesko Senukai Digital“;Vilnius;6000-6942
Technical Support Representative;UAB „Xirgo Global“;Kaunas;1250
Jaunesnysis (-ioji) kibernetinio saugumo ekspertas (-ė);UAB „Adwisery“;Vilnius;1903-2422
.Net programuotojas (.net Developer);UAB Mediafon;Vilnius;3000-3500
IT Services / Products Sales Project Manager;STFF Stafferty, UAB;Klaipėda;1600-1700
IT SPECIALISTAS (-Ė) („hardware“ ir „software“);UAB „GTS Transportas“;Kaunas;1200-1500
Service Delivery Manager (IT Network company);UAB „People Link“;Vilnius;3500-5000
Product Data Specialist;UAB „Bison Commerce“;Kaunas;1400-1570
Junior Data Management Consultant;EY;Vilnius;2000-2700
Network Engineer;UAB „NKT Lithuania“;Kaunas;3400-5100
Verslo aplikacijų ekspertė (-as);LTG;Vilnius;2980-4470
IT onsite inžinierius Kaune;UAB „BTT Group“;Kaunas;1000-1600
VYR. PHP PROGRAMUOTOJAS (-A);UAB „BnP Finance“;Vilnius;2500-3000
IS analitikas (-ė);Lietuvos centrinė kredito unija;Kaunas;1900-3250
Integration Solutions Specialist;UAB „FESTO“;Kaunas;1600-2600
VYR. DUOMENŲ MOKSLININKAS (-Ė);Registrų Centras, VĮ;Vilnius;3520-5280
QUALITY TECHNOLOGIST;UAB „Brolis semiconductors“;Vilnius;1600-2000
Informacinių technologijų ir ryšių saugumo specialistas (-ė);Lietuvos Respublikos ryšių reguliavimo tarnyba;Vilnius;2500-2850
Data Governance and Architecture Lead;UAB „DPD Lietuva“;Vilnius;5000-7000
AI Developer;UAB „ENERGUS GROUP“;Vilnius;2000-3000
Skaitmeninių paslaugų koordinatorius (-ė);Lietuvos Respublikos ryšių reguliavimo tarnyba;Vilnius;2678-3035
IT PASLAUGŲ (SERVICE DESK) KOMANDOS VADOVAS (-Ė);UAB „PERSONALO SPRENDIMAI“;Vilnius;3424-3835
BACK-END DEVELOPER (AI IMPLEMENTATION);UAB Emplonet;Vilnius;4000-6000
Junior PHP programuotojas (-a);UAB „Gedlito transportas“;Klaipėda;1300-1800
IS specialistas I Technologijų skyrius;VšĮ „Centrinė projektų valdymo agentūra“;Vilnius;2374-2963
SDL1 IT Inžinierius (-ė);ATEA grupė;Vilnius;1100-1400
Data Operations Analyst;Oxylabs;Vilnius;1500-2400
Skaitmeninės infrastruktūros koordinatorius (-ė);UAB „SAULĖS SPEKTRAS“;Vilnius;From 1800
Manager – Intelligent Automation;Citco Group of Companies;Vilnius;4000-5000
Test Automation Engineer (Python);UAB „QDev Technologies“;Vilnius;1900-4500
Quality engineer (medical device registration);UAB „Esco Medical Technologies“;Kaunas;1800-2800
IT sistemų (Sandėlio valdymo sistemos) priežiūros specialistas (-ė);UAB „Equinox Europe“;Kaunas;1300-2000
System Developer (RPA);UAB „Cognizant Technology Solutions Lithuania“;Vilnius;3500-4420
IT projektų vadovas (-ė);VšĮ Lietuvos energetikos agentūra;Vilnius;3000-3700
JAUNESNYSIS .NET PROGRAMUOTOJAS (-A);ATEA grupė;Šiauliai;1000-1500
IT specialistas (-ė) (vidinė infrastruktūra ir sistemų priežiūra);Hila;Vilnius;3000-3300
BUSINESS SYSTEMS ANALYST;UAB „Hollister Lietuva“;Kaunas;2400-3500
IT Architektas (-ė);UAB „KESKO SENUKAI LITHUANIA“;Kaunas;5000-7500
Master data analitikas (-ė);„Vičiūnų“ įmonių grupė;Kaunas;3307-4960
KOMPIUTERIZUOTŲ DARBO VIETŲ PRIEŽIŪROS INŽINIERĖ (-IUS);Ignitis grupė;Vilnius;1755-2632
.NET Developer;Fintegry;Not specified;2000–4500
FRONT-END Developer;Fintegry;Not specified;2000–4500
Cyber Security Project Manager;NRD Cyber Security;Vilnius, Lithuania;3500–5000
IT Auditor;NRD Cyber Security;Vilnius, Lithuania;3500–5000
Sales and Business Development Assistant;NRD Cyber Security;Vilnius, Lithuania;1800–2300
Senior Capacity Building Expert;NRD Cyber Security;Vilnius, Lithuania;4500–5500
Head of Business Unit;NFQ Technologies;Vilnius/Kaunas;€ 4800 - 7200 (gross / month) + Motivational System
Head of Engineering;NFQ Technologies;Vilnius/Kaunas/ŠIauliai;€ 5120 - 7680 gross / month + motivational system
Internal Project Manager;NFQ Technologies;Vilnius/Kaunas/ŠIauliai;€ 2400 - 4000 gross / month
Junior Client Support Specialist;NFQ Technologies;Vilnius/Kaunas;: € 1440 - 2160 gross / month
Lead Cloud Engineer;NFQ Technologies;Vilnius/Kaunas;€ 4920 - 7380 gross / month
Lead Software Engineer & Team Lead (PHP);NFQ Technologies;Vilnius/Kaunas/ŠIauliai;€ 4920 - 7380 gross / month
Lead Software Engineer (.NET);NFQ Technologies;Vilnius/Kaunas;€ 4500 - 7500 (gross / month)
Lead Software Engineer (PHP);NFQ Technologies;Vilnius/Kaunas;€ 4500 - 7500 (gross / month)
Office Manager;NFQ Technologies;Kaunas;€ 1950 - 2880 gross / month
Senior IT Project Manager;NFQ Technologies;Vilnius/Kaunas/ŠIauliai Or Remote Within Lithuania;€ 3760 - 6600 gross / month
Senior Software Engineer (.NET);NFQ Technologies;Vilnius/Kaunas;€ 4500 - 7500 (gross / month)
Senior Software Engineer (PHP);NFQ Technologies;Vilnius/Kaunas;€ 4500 - 7500 (gross / month)
Software Engineer (Java);NFQ Technologies;Vilnius/Kaunas;: € 2500 - 4640 gross / month
Software Engineer (PHP);NFQ Technologies;Vilnius/Kaunas/ŠIauliai;: € 2500 - 4640 gross / month
